seed,L_min,beta,lambda_alarm,kappa_iid,best_obj,changepoints,objective_gap
29,26,0.1,1.0,1.5,90598.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.3,0.0,0.0,90595.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.0,0.25,90596.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.0,0.75,90597.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.0,1.5,90598.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.25,0.0,90595.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.25,0.25,90596.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.25,0.75,90597.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.25,1.5,90598.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.5,0.0,90595.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.5,0.25,90596.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.5,0.75,90597.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,0.5,1.5,90598.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,1.0,0.0,90595.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,1.0,0.25,90596.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,1.0,0.75,90597.49028431278,"[1144, 2236]",27.9931851887668
29,26,0.3,1.0,1.5,90598.99028431278,"[1144, 2236]",27.9931851887668
29,26,0.6,0.0,0.0,90596.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.0,0.25,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.0,0.75,90598.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.0,1.5,90599.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.25,0.0,90596.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.25,0.25,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.25,0.75,90598.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.25,1.5,90599.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.5,0.0,90596.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.5,0.25,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.5,0.75,90598.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,0.5,1.5,90599.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,1.0,0.0,90596.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,1.0,0.25,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,1.0,0.75,90598.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.6,1.0,1.5,90599.59028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.0,0.0,90597.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.0,0.25,90597.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.0,0.75,90598.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.0,1.5,90600.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.25,0.0,90597.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.25,0.25,90597.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.25,0.75,90598.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.25,1.5,90600.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.5,0.0,90597.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.5,0.25,90597.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.5,0.75,90598.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,0.5,1.5,90600.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,1.0,0.0,90597.39028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,1.0,0.25,90597.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,1.0,0.75,90598.89028431277,"[1144, 2236]",27.9931851887668
29,26,1.0,1.0,1.5,90600.39028431277,"[1144, 2236]",27.9931851887668
29,52,0.1,0.0,0.0,90636.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.0,0.25,90637.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.0,0.75,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.0,1.5,90639.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.25,0.0,90636.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.25,0.25,90637.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.25,0.75,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.25,1.5,90639.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.5,0.0,90636.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.5,0.25,90637.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.5,0.75,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,0.5,1.5,90639.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,1.0,0.0,90636.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,1.0,0.25,90637.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,1.0,0.75,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.1,1.0,1.5,90639.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.0,0.0,90637.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.0,0.25,90637.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.0,0.75,90638.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.0,1.5,90640.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.25,0.0,90637.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.25,0.25,90637.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.25,0.75,90638.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.25,1.5,90640.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.5,0.0,90637.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.5,0.25,90637.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.5,0.75,90638.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,0.5,1.5,90640.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,1.0,0.0,90637.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,1.0,0.25,90637.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,1.0,0.75,90638.7404850014,"[1222, 1872]",1.2205233775748638
29,52,0.3,1.0,1.5,90640.2404850014,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.0,0.0,90637.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.0,0.25,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.0,0.75,90639.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.0,1.5,90640.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.25,0.0,90637.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.25,0.25,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.25,0.75,90639.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.25,1.5,90640.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.5,0.0,90637.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.5,0.25,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.5,0.75,90639.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,0.5,1.5,90640.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,1.0,0.0,90637.84048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,1.0,0.25,90638.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,1.0,0.75,90639.34048500139,"[1222, 1872]",1.2205233775748638
29,52,0.6,1.0,1.5,90640.84048500139,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.0,0.0,90638.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.0,0.25,90639.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.0,0.75,90640.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.0,1.5,90641.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.25,0.0,90638.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.25,0.25,90639.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.25,0.75,90640.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.25,1.5,90641.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.5,0.0,90638.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.5,0.25,90639.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.5,0.75,90640.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,0.5,1.5,90641.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,1.0,0.0,90638.6404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,1.0,0.25,90639.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,1.0,0.75,90640.1404850014,"[1222, 1872]",1.2205233775748638
29,52,1.0,1.0,1.5,90641.6404850014,"[1222, 1872]",1.2205233775748638
29,78,0.1,0.0,0.0,90628.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.0,0.25,90628.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.0,0.75,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.0,1.5,90631.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.25,0.0,90628.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.25,0.25,90628.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.25,0.75,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.25,1.5,90631.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.5,0.0,90628.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.5,0.25,90628.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.5,0.75,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,0.5,1.5,90631.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,1.0,0.0,90628.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,1.0,0.25,90628.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,1.0,0.75,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.1,1.0,1.5,90631.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.3,0.0,0.0,90628.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.0,0.25,90629.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.0,0.75,90630.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.0,1.5,90631.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.25,0.0,90628.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.25,0.25,90629.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.25,0.75,90630.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.25,1.5,90631.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.5,0.0,90628.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.5,0.25,90629.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.5,0.75,90630.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,0.5,1.5,90631.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,1.0,0.0,90628.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,1.0,0.25,90629.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,1.0,0.75,90630.13787281077,"[1118, 1872]",5.97703002988419
29,78,0.3,1.0,1.5,90631.63787281077,"[1118, 1872]",5.97703002988419
29,78,0.6,0.0,0.0,90629.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.0,0.25,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.0,0.75,90630.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.0,1.5,90632.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.25,0.0,90629.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.25,0.25,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.25,0.75,90630.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.25,1.5,90632.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.5,0.0,90629.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.5,0.25,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.5,0.75,90630.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,0.5,1.5,90632.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,1.0,0.0,90629.23787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,1.0,0.25,90629.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,1.0,0.75,90630.73787281076,"[1118, 1872]",5.97703002988419
29,78,0.6,1.0,1.5,90632.23787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.0,0.0,90630.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.0,0.25,90630.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.0,0.75,90631.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.0,1.5,90633.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.25,0.0,90630.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.25,0.25,90630.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.25,0.75,90631.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.25,1.5,90633.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.5,0.0,90630.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.5,0.25,90630.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.5,0.75,90631.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,0.5,1.5,90633.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,1.0,0.0,90630.03787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,1.0,0.25,90630.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,1.0,0.75,90631.53787281076,"[1118, 1872]",5.97703002988419
29,78,1.0,1.0,1.5,90633.03787281076,"[1118, 1872]",5.97703002988419
29,104,0.1,0.0,0.0,90621.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.0,0.25,90621.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.0,0.75,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.0,1.5,90624.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.25,0.0,90621.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.25,0.25,90621.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.25,0.75,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.25,1.5,90624.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.5,0.0,90621.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.5,0.25,90621.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.5,0.75,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,0.5,1.5,90624.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,1.0,0.0,90621.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,1.0,0.25,90621.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,1.0,0.75,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.1,1.0,1.5,90624.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.3,0.0,0.0,90621.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.0,0.25,90622.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.0,0.75,90623.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.0,1.5,90624.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.25,0.0,90621.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.25,0.25,90622.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.25,0.75,90623.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.25,1.5,90624.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.5,0.0,90621.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.5,0.25,90622.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.5,0.75,90623.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,0.5,1.5,90624.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,1.0,0.0,90621.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,1.0,0.25,90622.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,1.0,0.75,90623.10997360417,"[1690, 1950]",11.02323523547966
29,104,0.3,1.0,1.5,90624.60997360417,"[1690, 1950]",11.02323523547966
29,104,0.6,0.0,0.0,90622.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.0,0.25,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.0,0.75,90623.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.0,1.5,90625.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.25,0.0,90622.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.25,0.25,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.25,0.75,90623.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.25,1.5,90625.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.5,0.0,90622.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.5,0.25,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.5,0.75,90623.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,0.5,1.5,90625.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,1.0,0.0,90622.20997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,1.0,0.25,90622.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,1.0,0.75,90623.70997360416,"[1690, 1950]",11.02323523547966
29,104,0.6,1.0,1.5,90625.20997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.0,0.0,90623.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.0,0.25,90623.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.0,0.75,90624.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.0,1.5,90626.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.25,0.0,90623.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.25,0.25,90623.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.25,0.75,90624.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.25,1.5,90626.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.5,0.0,90623.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.5,0.25,90623.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.5,0.75,90624.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,0.5,1.5,90626.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,1.0,0.0,90623.00997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,1.0,0.25,90623.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,1.0,0.75,90624.50997360416,"[1690, 1950]",11.02323523547966
29,104,1.0,1.0,1.5,90626.00997360416,"[1690, 1950]",11.02323523547966
29,156,0.1,0.0,0.0,90621.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.0,0.25,90622.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.0,0.75,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.0,1.5,90624.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.25,0.0,90621.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.25,0.25,90622.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.25,0.75,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.25,1.5,90624.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.5,0.0,90621.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.5,0.25,90622.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.5,0.75,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,0.5,1.5,90624.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,1.0,0.0,90621.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,1.0,0.25,90622.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,1.0,0.75,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.1,1.0,1.5,90624.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.0,0.0,90622.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.0,0.25,90622.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.0,0.75,90623.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.0,1.5,90625.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.25,0.0,90622.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.25,0.25,90622.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.25,0.75,90623.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.25,1.5,90625.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.5,0.0,90622.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.5,0.25,90622.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.5,0.75,90623.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,0.5,1.5,90625.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,1.0,0.0,90622.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,1.0,0.25,90622.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,1.0,0.75,90623.78692367073,"[1144, 2080]",8.717148330222699
29,156,0.3,1.0,1.5,90625.28692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.0,0.0,90622.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.0,0.25,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.0,0.75,90624.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.0,1.5,90625.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.25,0.0,90622.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.25,0.25,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.25,0.75,90624.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.25,1.5,90625.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.5,0.0,90622.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.5,0.25,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.5,0.75,90624.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,0.5,1.5,90625.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,1.0,0.0,90622.88692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,1.0,0.25,90623.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,1.0,0.75,90624.38692367073,"[1144, 2080]",8.717148330222699
29,156,0.6,1.0,1.5,90625.88692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.0,0.0,90623.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.0,0.25,90624.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.0,0.75,90625.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.0,1.5,90626.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.25,0.0,90623.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.25,0.25,90624.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.25,0.75,90625.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.25,1.5,90626.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.5,0.0,90623.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.5,0.25,90624.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.5,0.75,90625.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,0.5,1.5,90626.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,1.0,0.0,90623.68692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,1.0,0.25,90624.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,1.0,0.75,90625.18692367073,"[1144, 2080]",8.717148330222699
29,156,1.0,1.0,1.5,90626.68692367073,"[1144, 2080]",8.717148330222699
53,26,0.1,0.0,0.0,90579.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.0,0.25,90580.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.0,0.75,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.0,1.5,90582.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.25,0.0,90579.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.25,0.25,90580.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.25,0.75,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.25,1.5,90582.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.5,0.0,90579.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.5,0.25,90580.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.5,0.75,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,0.5,1.5,90582.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,1.0,0.0,90579.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,1.0,0.25,90580.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,1.0,0.75,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.1,1.0,1.5,90582.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.3,0.0,0.0,90580.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.0,0.25,90580.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.0,0.75,90581.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.0,1.5,90583.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.25,0.0,90580.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.25,0.25,90580.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.25,0.75,90581.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.25,1.5,90583.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.5,0.0,90580.12020315511,"[1144, 2236]",27.590386814801604
