regime,mean_overlap,std_overlap,count,se_overlap
0,0.7593808630393997,0.7767027683731426,2132,0.016821365713419016
1,0.8846153846153846,0.8161824833662178,26,0.16006655420526783
2,0.8353909465020576,0.8059890044741396,1458,0.021108158912054024
