model,brier,log_loss
fused_best,0.1690298101361762,0.4824047810404783
pooled_l1,0.16779117030850016,0.48315334285226497
ablation_noisy_unfiltered,0.16792788606832657,0.4834417952243329
eta0_boundary,0.1690663570185254,0.48304997385064274
shuffled_time_labels,0.33065658387092123,0.9879522604711104
